Date,Predicted_Price,Actual_Price,Predicted_Change,Actual_Change,Predicted_Change_Pct,Signal,Signal_Strength,Mean_Reversion_Signal,Signal_Source
2025-10-24,374.50904052734376,472.1199951171875,-148.12279541015624,-50.5118408203125,-28.34,-1,28.34,-0.06991297217451997,Model
2025-10-27,370.3799011230469,474.0,-160.1471984863281,-56.527099609375,-30.19,-1,30.19,-0.06098087769365824,Model
2025-10-28,379.83790283203126,476.989990234375,-161.21947021484374,-64.0673828125,-29.8,-1,29.8,-0.04902260412486817,Model
2025-10-29,395.13926391601564,485.5,-145.39906616210936,-55.038330078125,-26.9,-1,26.9,-0.026716222645354573,Model
2025-10-30,392.7312805175781,492.010009765625,-132.0465515136719,-32.767822265625,-25.16,-1,25.16,-0.0104152999956352,Model
2025-10-31,432.43755126953124,486.739990234375,-84.40510009765624,-30.1026611328125,-16.33,1,16.33,-0.01804227335383976,Model
2025-11-03,423.9968566894531,490.0,-92.06729125976562,-26.06414794921875,-17.84,1,17.84,-0.008859652669516282,Model
2025-11-04,407.062033589681,477.7300109863281,-106.30716807047526,-35.639190673828125,-20.71,1,20.71,-0.030182953626466266,Model
2025-11-05,395.02675476074216,480.8399963378906,-111.18580017089843,-25.37255859375,-21.96,-1,21.96,-0.02134912052018064,Model
2025-11-06,384.5680694580078,483.1600036621094,-111.60328674316406,-13.0113525390625,-22.49,-1,22.49,-0.015323416086704372,Model
2025-11-07,397.7453125,491.0199890136719,-98.14656372070311,-4.87188720703125,-19.79,1,19.79,0.0011922124706679985,Model
