Date,Predicted_Price,Actual_Price,Predicted_Change,Actual_Change,Predicted_Change_Pct,Signal,Signal_Strength,Mean_Reversion_Signal,Signal_Source
2025-10-13,672.8789717795362,661.0865478515625,11.792423927973708,9.990478515625,1.81,1,1.81,-0.00208314979634597,Model
2025-10-14,665.0922979123327,660.2789306640625,4.813367248270216,-0.8076171875,0.73,-1,0.73,-0.003606287039570038,Model
2025-10-15,670.9650620857786,663.2102661132812,7.754795972497407,2.93133544921875,1.17,1,1.17,0.000229377239712547,Model
2025-10-16,665.606290210146,658.6936645507812,6.912625659364706,-4.5166015625,1.04,-1,1.04,-0.006598160313915814,Model
2025-10-17,671.1717681543657,662.4326171875,8.739150966865768,3.73895263671875,1.33,1,1.33,-0.0010111253426095634,Model
2025-10-20,680.0987129509739,669.3222045898438,10.776508361130196,6.88958740234375,1.63,1,1.63,0.009040457036688885,Model
2025-10-21,676.749524651446,669.3121948242188,7.437329827227214,-0.010009765625,1.11,-1,1.11,0.008413007666896748,Model
2025-10-22,672.511968650581,665.83251953125,6.67944911933103,-3.47967529296875,1.0,-1,1.0,0.0026658051957656045,Model
2025-10-23,679.6172043103751,669.7808837890625,9.836320521312603,3.9483642578125,1.48,1,1.48,0.007574541274821888,Model
2025-10-24,683.9490811663045,675.2546997070312,8.694381459273224,5.47381591796875,1.3,1,1.3,0.014634883341374026,Model
2025-10-27,690.6492980732784,683.2211303710938,7.428167702184609,7.9664306640625,1.1,-1,1.1,0.024949889469828516,Model
2025-10-28,689.3804562501821,685.0357666015625,4.344689648619592,1.81463623046875,0.64,-1,0.64,0.026069881709874117,Model
2025-10-29,688.11247834675,685.3648071289062,2.7476712178437124,0.32904052734375,0.4,-1,0.4,0.02511294689034709,Model
2025-10-30,682.8762527618006,677.8270874023438,5.0491653594569,-7.5377197265625,0.74,-1,0.74,0.013037179194476741,Model
2025-10-31,686.1891910129511,680.050537109375,6.138653903576149,2.22344970703125,0.91,-1,0.91,0.015388062838269791,Model
2025-11-03,685.6098393451666,681.3267822265625,4.283057118604175,1.2762451171875,0.63,-1,0.63,0.016406177136655983,Model
2025-11-04,676.7997534077454,673.2506103515625,3.549143056182839,-8.076171875,0.52,-1,0.52,0.0039011854288838028,Model
2025-11-05,682.3997888438889,675.583740234375,6.816048609513881,2.3331298828125,1.01,-1,1.01,0.0070455478607896185,Model
2025-11-06,671.7129488932628,668.3351440429688,3.3778048502940474,-7.24859619140625,0.5,-1,0.5,-0.0036964987952896647,Model
2025-11-07,675.7775728978281,668.9931640625,6.784408835328122,0.65802001953125,1.02,-1,1.02,-0.004044159249707843,Model
2025-11-10,684.6376832912497,679.432373046875,5.205310244374687,10.439208984375,0.78,-1,0.78,0.010117668951002856,Model
2025-11-11,680.6464442029338,680.9877319335938,-0.3412877306598967,1.55535888671875,-0.05,-1,0.05,0.010873897272940757,Model
2025-11-12,682.4984319985206,681.3666381835938,1.1317938149267661,0.37890625,0.17,-1,0.17,0.01007519038091235,Model
2025-11-13,670.1773524972431,670.0599975585938,0.11735493864933332,-11.306640625,0.02,-1,0.02,-0.007522210181527619,Model
2025-11-14,680.0133939969722,669.9503784179688,10.063015579003512,-0.109619140625,1.5,-1,1.5,-0.008236746657984288,Model
2025-11-17,672.7095191579604,663.7088012695312,9.00071788842915,-6.2415771484375,1.34,-1,1.34,-0.017068086615242086,Model
2025-11-18,680.1341967412139,658.1353149414062,21.99888179980774,-5.573486328125,3.31,1,3.31,-0.024514903877158063,Model
2025-11-19,684.9762247149791,660.6777954101562,24.298429304822907,2.54248046875,3.69,1,3.69,-0.020372218275239842,Model
2025-11-20,672.3169696259527,650.6075439453125,21.709425680640102,-10.07025146484375,3.29,1,3.29,-0.03393075917431915,Model
2025-11-21,691.2133930216066,657.08837890625,34.125014115356635,6.4808349609375,5.25,1,5.25,-0.022989819301547188,Model
2025-11-24,691.1706390500655,666.759765625,24.410873425065457,9.67138671875,3.72,1,3.72,-0.007394896174958388,Model
2025-11-25,688.4893102884482,673.03125,15.458060288448237,6.271484375,2.32,-1,2.32,0.0028375526783410636,Model
2025-11-26,689.2589148658037,677.6775512695312,11.581363596272498,4.64630126953125,1.72,-1,1.72,0.01033932048401062,Model
2025-11-28,689.7699030551292,681.3765869140625,8.393316141066785,3.69903564453125,1.24,-1,1.24,0.015585438763210826,Model
2025-12-01,686.634103636695,678.2658081054688,8.368295531226275,-3.11077880859375,1.23,-1,1.23,0.011083332249860323,Model
2025-12-02,690.6006479307916,679.5220947265625,11.078553204229141,1.25628662109375,1.63,0,1.63,0.013092337262166173,None
2025-12-03,691.7623111504852,681.8751220703125,9.887189080172668,2.35302734375,1.46,-1,1.46,0.01594727861095821,Model
2025-12-04,692.2468533368944,682.3736572265625,9.873196110331937,0.49853515625,1.45,-1,1.45,0.016176054034486152,Model
2025-12-05,692.8573676316031,683.6697998046875,9.18756782691559,1.296142578125,1.35,-1,1.35,0.016945091677411386,Model
2025-12-08,692.0305938210402,681.6159057617188,10.414688059321431,-2.05389404296875,1.52,-1,1.52,0.012939014624030158,Model
2025-12-09,690.0651110035006,681.027587890625,9.037523112875594,-0.58831787109375,1.33,-1,1.33,0.011944777344471363,Model
2025-12-10,693.804212298571,685.5443115234375,8.259900775133511,4.5167236328125,1.21,-1,1.21,0.018311483926042225,Model
2025-12-11,695.7853013910167,687.1395263671875,8.645775023829197,1.59521484375,1.26,-1,1.26,0.02024359168129785,Model
2025-12-12,687.288670228725,679.7514038085938,7.537266420131269,-7.38812255859375,1.1,-1,1.1,0.008548309640502086,Model
2025-12-15,691.3387742335931,678.7244262695312,12.614347964061864,-1.0269775390625,1.86,1,1.86,0.0063695318918999926,Model
2025-12-16,687.6528964585217,676.8699340820312,10.782962376490453,-1.8544921875,1.59,-1,1.59,0.0026415064623454484,Model
2025-12-17,682.0450821453712,669.4219360351562,12.62314611021493,-7.447998046875,1.86,1,1.86,-0.009219379641468727,Model
2025-12-18,692.032954631163,674.4769287109375,17.55602592022548,5.05499267578125,2.62,1,2.62,-0.00275607616200806,Model
2025-12-19,694.698312273345,680.5900268554688,14.108285417876267,6.11309814453125,2.09,1,2.09,0.004056895951443954,Model
2025-12-22,696.1452489301176,684.8300170898438,11.315231840273842,4.239990234375,1.66,1,1.66,0.008248838137563524,Model
2025-12-23,696.3928823532149,687.9600219726562,8.432860380558608,3.1300048828125,1.23,-1,1.23,0.011278805784989205,Model
2025-12-24,698.6906596959514,690.3800048828125,8.310654813138871,2.41998291015625,1.21,-1,1.21,0.013543726891598707,Model
2025-12-26,696.7973627303977,690.3099975585938,6.487365171803968,-0.07000732421875,0.94,-1,0.94,0.012502074682110358,Model
2025-12-29,692.8680239385818,687.8499755859375,5.018048352644332,-2.46002197265625,0.73,-1,0.73,0.008415141115684232,Model
2025-12-30,692.6454010586979,687.010009765625,5.635391293072819,-0.8399658203125,0.82,-1,0.82,0.006538559963537031,Model
